COPY pytania FROM STDIN DELIMITER ';' NULL 'null';
2068;dicta ratione minima nisi commodi dolorem sapiente saepe atque accusamus eligendi fugit tenetur ducimus aperiam veniam rem voluptatum dolorum natus alias quod laudantium molestias velit unde similique sed labore distinctio quae numquam voluptates corrupti libero harum quo deleniti amet;excepturi;6
2069;accusantium cum corrupti maxime enim ipsam beatae hic et vero adipisci vel placeat perspiciatis fugit minima facilis aliquam accusamus dignissimos officiis laboriosam quam similique optio veniam dolorum fuga impedit aspernatur autem vitae rerum libero;doloribus;10
2070;non harum labore quae eveniet ratione perferendis enim quisquam officia ea rerum at neque quos dolore libero aspernatur voluptate asperiores saepe sequi temporibus animi itaque suscipit porro eaque adipisci minima deleniti dolorem id esse laudantium doloremque odit repudiandae sapiente sint commodi;odit;8
2071;dicta minus optio ex quod laboriosam nisi vel aperiam amet enim ea magnam dignissimos perferendis fugiat ipsa facere neque excepturi sequi molestias a quisquam quae sed repellat tenetur atque aut accusantium odio iusto quibusdam possimus eos modi cum dolorum reprehenderit nulla eligendi;nemo;7
2072;ipsam quia dolores alias saepe veniam illo magni recusandae iure facilis eius natus iste quas possimus quam sed minima fuga quisquam adipisci omnis rerum magnam assumenda maiores modi ab commodi temporibus minus aperiam eos cupiditate hic atque voluptatum;eos;7
2073;cum iure consequatur error eius aperiam quam maxime odio quis necessitatibus incidunt molestiae vero fugiat dolor dolorem ipsa id corporis in omnis accusantium soluta ipsum ipsam unde magni quos illo ex voluptate aliquam facere maiores ut pariatur minus velit a ducimus nemo voluptas minima similique;similique;8
2074;fugiat pariatur consectetur libero doloribus suscipit voluptatem commodi consequuntur dolor labore possimus facilis id accusantium rerum modi quidem eveniet necessitatibus vel beatae dicta ipsa sapiente non aspernatur quaerat error ullam itaque sequi alias corporis quasi dolores reprehenderit ipsam;maiores;2
2075;beatae quis corrupti error qui dolorum cum quisquam aliquam ab fugiat quam ex expedita eius quasi commodi ducimus temporibus illum id vero unde pariatur aut iste ullam eos debitis soluta sint reiciendis molestiae eveniet assumenda cumque magnam nihil maiores autem incidunt quia quos fugit explicabo quae deserunt sunt vel numquam;molestiae;2
2076;vitae dolore quidem non a odit minima explicabo id sequi quae eligendi ex illum quibusdam nisi consequatur aut dignissimos excepturi magni amet veniam illo aliquam possimus laboriosam exercitationem tempore enim modi;quod;9
2077;eligendi voluptates doloremque quas sequi quos adipisci culpa odit aperiam facilis qui nam animi saepe debitis maiores voluptate corrupti quia atque quae reiciendis illo incidunt repellat rerum facere possimus quibusdam ea quisquam architecto blanditiis maxime deserunt mollitia delectus minus dolores placeat quaerat assumenda aspernatur consequuntur voluptatibus eveniet exercitationem laboriosam amet;laudantium;5
2078;reiciendis natus magni omnis iusto at velit commodi dolore nam in harum odio temporibus quaerat ipsam aperiam fuga excepturi ratione non sapiente atque veritatis consequuntur voluptate deleniti quasi repellendus ab eligendi explicabo placeat sed rerum fugit dolor est quas eveniet facere recusandae rem odit;corrupti;7
2079;neque rerum magnam provident tempore saepe nulla ratione placeat sapiente et officiis molestiae corrupti molestias quasi magni minus odio quam incidunt tempora animi vero doloremque excepturi dolor suscipit dolores reprehenderit doloribus quibusdam necessitatibus dignissimos ipsa natus exercitationem voluptas facilis nam odit soluta;quisquam;3
2080;voluptas porro a atque eveniet nihil excepturi perferendis explicabo similique molestiae voluptates unde praesentium doloribus culpa pariatur tempora earum ex repellendus consequatur fugit recusandae placeat animi dolorum reprehenderit commodi error delectus quas incidunt sit corporis debitis veritatis saepe cumque quisquam ea consectetur doloremque alias vero;quasi;10
2081;exercitationem at quia ullam recusandae dignissimos dolorum ipsum atque eos fuga corrupti aliquid minus tempora numquam cum quam quos laboriosam possimus quae maiores quisquam eius quaerat rem vero obcaecati nihil illo;sapiente;8
2082;ut pariatur quidem deleniti voluptatibus suscipit non autem atque quod eaque dicta enim eum fugiat quo ex ipsum nobis impedit eligendi sequi obcaecati illum sed doloribus veniam aliquid a consequatur minima dignissimos rerum delectus temporibus;tempore;9
2083;accusamus reprehenderit ullam amet quaerat quam consequatur magnam facere alias unde dolor maxime nulla quos dolores eaque ex porro consectetur voluptatum culpa cupiditate quae reiciendis ipsa quisquam ratione totam illum deserunt vitae obcaecati itaque dolore laudantium sapiente quibusdam recusandae rerum dignissimos consequuntur iure aspernatur minus tempore optio expedita;dicta;7
2084;corporis omnis commodi ab id iure quia neque accusantium voluptatem repudiandae quis quidem modi explicabo architecto nostrum eligendi assumenda rem eos eaque veritatis laborum ratione ut esse enim quae numquam perspiciatis nemo vero vel obcaecati soluta perferendis nisi sequi voluptas sapiente reprehenderit ipsum unde distinctio;magnam;6
2085;quam quas accusantium repellat odio nihil quia dolores debitis itaque nobis maiores quidem aliquid iusto aperiam aliquam accusamus repudiandae qui tempore voluptates aut impedit labore sapiente rem tenetur in non praesentium aspernatur totam asperiores sit facilis perspiciatis molestiae fuga sed velit laudantium sequi dolore ut quae consequuntur consectetur;blanditiis;2
2086;consequatur alias soluta autem repellat nulla at quidem earum minima facere corporis consequuntur necessitatibus atque impedit molestiae ex voluptate assumenda dicta aut incidunt iure explicabo voluptatem consectetur neque deleniti magnam error amet perferendis sequi saepe nemo facilis veritatis ipsam dolores ab quos fuga;odit;10
2087;in provident voluptates animi rem facere suscipit corrupti iste illo nemo facilis voluptatibus excepturi maxime fugit fuga dolorum laborum debitis id tenetur explicabo perspiciatis aliquam nesciunt consectetur distinctio at incidunt quisquam minima ducimus illum dolor ratione odio velit reprehenderit nostrum totam labore;deserunt;0
2088;blanditiis laboriosam quasi earum deleniti saepe quisquam cumque rem excepturi perspiciatis nisi aut voluptatem quia facilis odit ipsam tempora fugit animi modi harum at omnis sed voluptate explicabo totam temporibus accusamus aliquam assumenda error vitae beatae doloremque suscipit reiciendis odio cupiditate iure nam ab architecto voluptatibus eveniet voluptas ipsum;rerum;8
2089;voluptatibus autem repellendus velit voluptates nam obcaecati accusantium commodi esse corporis explicabo consectetur quo voluptas similique soluta quas ipsa exercitationem eligendi nihil eum asperiores tempore libero ut perferendis quaerat alias a officiis ratione minima minus perspiciatis laborum sit distinctio saepe earum quasi inventore maiores;quibusdam;9
2090;obcaecati quae numquam eveniet maxime reprehenderit laudantium deleniti aspernatur autem corporis esse quod quisquam voluptates fuga qui quia omnis optio perferendis dolorem tenetur minus quidem animi magni fugiat id quaerat inventore recusandae officia quam quis delectus ab illum facere nisi expedita totam;inventore;2
2091;obcaecati ipsam repellendus deleniti vel inventore non iste consequuntur veniam dolore beatae laboriosam aliquam nostrum itaque possimus tempore cumque aliquid amet ut repellat culpa neque doloribus saepe eaque temporibus nam ad debitis qui atque tempora molestias laudantium aspernatur minus soluta a accusantium;fugiat;4
2092;ex quaerat sed voluptates sequi voluptatum cupiditate quis necessitatibus aliquam amet distinctio non quos alias nesciunt cum recusandae corrupti inventore dolorem quas soluta dicta repellat nulla itaque quam excepturi maxime consequatur nam eligendi;illum;2
2093;quis quia nam architecto tempora consequuntur doloribus possimus corrupti nobis at voluptate dolor obcaecati earum ab accusamus adipisci explicabo quasi rem perspiciatis asperiores excepturi iusto expedita aperiam illo ipsa quisquam quod iste pariatur mollitia in rerum ullam facilis impedit reprehenderit iure fuga dignissimos neque amet ratione enim laboriosam;dolorum;2
2094;iste aliquam illum laboriosam quis blanditiis sint magnam corporis laborum nisi consequuntur repellendus excepturi veritatis similique voluptatibus aliquid neque at placeat ducimus doloribus dolorum porro ipsam odit dolore perferendis voluptatem doloremque nam atque magni amet voluptatum debitis;porro;1
2095;est beatae culpa nemo temporibus distinctio magnam aliquam repellendus libero exercitationem sint similique amet odit nam modi accusantium dolore quam animi natus voluptas quia mollitia esse cum laudantium recusandae rem quisquam at illum enim quod dicta nobis debitis earum tempore;maxime;7
2096;eius totam nihil vero commodi dolor omnis veniam fugiat consectetur nemo in tempora sed error labore alias odit modi amet ad aspernatur quae delectus ipsa illum aut veritatis aliquam ea ipsam;eveniet;4
2097;repudiandae quos aliquid recusandae pariatur odit ducimus sapiente fuga expedita quae minus quasi explicabo autem vero aspernatur delectus sed quas atque nulla voluptates reprehenderit nisi blanditiis animi earum numquam aperiam dolores repellendus obcaecati consequatur dolorum ratione provident praesentium quisquam hic soluta id;tenetur;2
2098;doloremque voluptatibus illo ad vero a sequi non deleniti optio quidem asperiores aperiam repellendus molestias voluptas reprehenderit molestiae dolores laboriosam adipisci incidunt facere eaque rem expedita velit doloribus maxime illum quos fugiat repellat tenetur eveniet nostrum dolorem explicabo ea quod esse qui consectetur quae dolorum laborum obcaecati;a;1
2099;rerum facere aliquam deleniti aut quod amet quam itaque quae delectus numquam voluptatibus modi cupiditate molestiae temporibus voluptatum ducimus quis perspiciatis molestias harum facilis esse quasi maxime unde tempora ipsum incidunt mollitia consequuntur sunt nobis nemo quibusdam corporis fuga repellat ullam ex sint voluptates iusto necessitatibus optio porro dolore quidem;modi;2
2100;magnam incidunt similique saepe autem dolor veritatis expedita atque iure reiciendis tenetur tempora ex delectus eos beatae fuga at quibusdam fugit aperiam id nemo amet deleniti quia assumenda distinctio iste recusandae enim dolorem cum veniam libero natus eligendi doloremque quos consequatur debitis optio nihil praesentium repellat tempore quo non;rem;7
2101;cumque aut laborum inventore eveniet vitae iure nesciunt tenetur quos officiis numquam quo beatae qui placeat facilis ducimus harum ratione rem quidem veritatis possimus a distinctio magni dolorum quaerat ex eos laudantium dolorem dolore quisquam consectetur obcaecati maiores corrupti id suscipit ipsam facere blanditiis expedita aspernatur delectus esse doloremque;adipisci;4
2102;corrupti molestiae reiciendis hic veniam ullam cumque dolorum saepe sapiente explicabo ut numquam odio nihil similique dicta voluptatum aut vel natus consequatur ad quaerat unde adipisci eius ipsam eligendi veritatis aliquid quibusdam dolor possimus tempora;iure;4
2103;maiores rerum ad dicta eius praesentium adipisci facilis itaque laudantium sapiente veritatis consequatur quaerat temporibus numquam omnis rem ducimus ullam quia unde suscipit aliquid distinctio saepe eum minima commodi quo modi autem ipsam impedit odit corporis nulla voluptas consectetur nesciunt nisi facere quas earum similique culpa quibusdam aperiam quae;fugiat;0
2104;quae asperiores eos ex quam voluptatem quaerat inventore iusto laboriosam fugit nobis magni blanditiis dolores placeat molestias deleniti nemo quas labore ipsam eveniet illo tempora deserunt unde dolorum quasi aut laudantium ipsa quidem;nulla;10
2105;quis amet voluptatum quos deleniti ut doloribus excepturi mollitia porro vel enim asperiores sunt quisquam earum quaerat dignissimos quam non illo veniam nemo eum corporis fuga recusandae dolore animi ducimus minima tempora tempore odit praesentium commodi cumque eligendi sint doloremque officiis dolores;quas;2
2106;accusantium beatae nihil voluptatum doloremque animi eveniet enim autem eius eligendi non et eaque incidunt tenetur magnam est illo sit tempora perferendis sequi sapiente hic natus alias quia dignissimos molestias recusandae corporis;ducimus;6
